voter_name,affiliation,award,name,value,points,avgPoints,diff,diffSquared,ballot
"Aschburner, Steve",NBA.com,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Aschburner, Steve",NBA.com,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Aschburner, Steve",NBA.com,MVP,x5th_place_1_point,Sabonis Domantas (SAC),1,0.262626263,0.737373737,0.543720029,MVP
"Aubin, Maxime",L'Equipe,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Aubin, Maxime",L'Equipe,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Aubin, Maxime",L'Equipe,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Aubin, Maxime",L'Equipe,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Aubin, Maxime",L'Equipe,MVP,x5th_place_1_point,Gilgeous-Alexander Shai (OKC),1,0.454545455,0.545454545,0.297520661,MVP
"Barao, Eduardo",BAND,MVP,x1st_place_10_points,Jokic Nikola (DEN),10,6.707070707,3.292929293,10.84338333,MVP
"Barao, Eduardo",BAND,MVP,x2nd_place_7_points,Embiid Joel (PHI),7,9.171717172,-2.171717172,4.716355474,MVP
"Barao, Eduardo",BAND,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Barao, Eduardo",BAND,MVP,x4th_place_3_points,Curry Stephen (GSW),3,0.02020202,2.97979798,8.879196,MVP
"Barao, Eduardo",BAND,MVP,x5th_place_1_point,Tatum Jayson (BOS),1,2.818181818,-1.818181818,3.305785124,MVP
"Beck, Howard",PBWA/GQ,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Beck, Howard",PBWA/GQ,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Beck, Howard",PBWA/GQ,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Beck, Howard",PBWA/GQ,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Beck, Howard",PBWA/GQ,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Bondy, Stefan",New York Daily News,MVP,x1st_place_10_points,Antetokounmpo Giannis (MIL),10,6.02020202,3.97979798,15.83879196,MVP
"Bondy, Stefan",New York Daily News,MVP,x2nd_place_7_points,Embiid Joel (PHI),7,9.171717172,-2.171717172,4.716355474,MVP
"Bondy, Stefan",New York Daily News,MVP,x3rd_place_5_points,Jokic Nikola (DEN),5,6.757575758,-1.757575758,3.089072544,MVP
"Bondy, Stefan",New York Daily News,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Bondy, Stefan",New York Daily News,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Bontemps, Tim",ESPN,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Bontemps, Tim",ESPN,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Bontemps, Tim",ESPN,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Bontemps, Tim",ESPN,MVP,x4th_place_3_points,Gilgeous-Alexander Shai (OKC),3,0.434343434,2.565656566,6.582593613,MVP
"Bontemps, Tim",ESPN,MVP,x5th_place_1_point,Tatum Jayson (BOS),1,2.818181818,-1.818181818,3.305785124,MVP
"Boone, Rod",Charlotte Observer,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Boone, Rod",Charlotte Observer,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Boone, Rod",Charlotte Observer,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Boone, Rod",Charlotte Observer,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Boone, Rod",Charlotte Observer,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Broussard, Chris",Fox Sports,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Broussard, Chris",Fox Sports,MVP,x2nd_place_7_points,Antetokounmpo Giannis (MIL),7,6.050505051,0.949494949,0.901540659,MVP
"Broussard, Chris",Fox Sports,MVP,x3rd_place_5_points,Jokic Nikola (DEN),5,6.757575758,-1.757575758,3.089072544,MVP
"Broussard, Chris",Fox Sports,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Broussard, Chris",Fox Sports,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Bucher, Ric",FS1,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Bucher, Ric",FS1,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Bucher, Ric",FS1,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Bucher, Ric",FS1,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Bucher, Ric",FS1,MVP,x5th_place_1_point,Brunson Jalen (NYK),1,0,1,1,MVP
"Buha, Jovan",The Athletic,MVP,x1st_place_10_points,Jokic Nikola (DEN),10,6.707070707,3.292929293,10.84338333,MVP
"Buha, Jovan",The Athletic,MVP,x2nd_place_7_points,Embiid Joel (PHI),7,9.171717172,-2.171717172,4.716355474,MVP
"Buha, Jovan",The Athletic,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Buha, Jovan",The Athletic,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Buha, Jovan",The Athletic,MVP,x5th_place_1_point,Gilgeous-Alexander Shai (OKC),1,0.454545455,0.545454545,0.297520661,MVP
"Burke, Doris",ESPN,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Burke, Doris",ESPN,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Burke, Doris",ESPN,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Burke, Doris",ESPN,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Burke, Doris",ESPN,MVP,x5th_place_1_point,Gilgeous-Alexander Shai (OKC),1,0.454545455,0.545454545,0.297520661,MVP
"Caplan, Callie",Dallas Morning News,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Caplan, Callie",Dallas Morning News,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Caplan, Callie",Dallas Morning News,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Caplan, Callie",Dallas Morning News,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Caplan, Callie",Dallas Morning News,MVP,x5th_place_1_point,Gilgeous-Alexander Shai (OKC),1,0.454545455,0.545454545,0.297520661,MVP
"Charania, Shams",The Athletic/Stadium,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Charania, Shams",The Athletic/Stadium,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Charania, Shams",The Athletic/Stadium,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Charania, Shams",The Athletic/Stadium,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Charania, Shams",The Athletic/Stadium,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Chiang, Anthony",Miami Herald,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Chiang, Anthony",Miami Herald,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Chiang, Anthony",Miami Herald,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Chiang, Anthony",Miami Herald,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Chiang, Anthony",Miami Herald,MVP,x5th_place_1_point,Butler Jimmy (MIA),1,0.02020202,0.97979798,0.960004081,MVP
"Cole, Damichael",Memphis Commercial Appeal,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Cole, Damichael",Memphis Commercial Appeal,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Cole, Damichael",Memphis Commercial Appeal,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Cole, Damichael",Memphis Commercial Appeal,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Cole, Damichael",Memphis Commercial Appeal,MVP,x5th_place_1_point,Sabonis Domantas (SAC),1,0.262626263,0.737373737,0.543720029,MVP
"Collier, Jamal",ESPN,MVP,x1st_place_10_points,Antetokounmpo Giannis (MIL),10,6.02020202,3.97979798,15.83879196,MVP
"Collier, Jamal",ESPN,MVP,x2nd_place_7_points,Embiid Joel (PHI),7,9.171717172,-2.171717172,4.716355474,MVP
"Collier, Jamal",ESPN,MVP,x3rd_place_5_points,Jokic Nikola (DEN),5,6.757575758,-1.757575758,3.089072544,MVP
"Collier, Jamal",ESPN,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Collier, Jamal",ESPN,MVP,x5th_place_1_point,Sabonis Domantas (SAC),1,0.262626263,0.737373737,0.543720029,MVP
"Daimiel, Antoni",Movistar+,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Daimiel, Antoni",Movistar+,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Daimiel, Antoni",Movistar+,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Daimiel, Antoni",Movistar+,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Daimiel, Antoni",Movistar+,MVP,x5th_place_1_point,Gilgeous-Alexander Shai (OKC),1,0.454545455,0.545454545,0.297520661,MVP
"Devine, Dan",Yahoo! Sports,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Devine, Dan",Yahoo! Sports,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Devine, Dan",Yahoo! Sports,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Devine, Dan",Yahoo! Sports,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Devine, Dan",Yahoo! Sports,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Fedor, Chris",Cleveland.com,MVP,x1st_place_10_points,Jokic Nikola (DEN),10,6.707070707,3.292929293,10.84338333,MVP
"Fedor, Chris",Cleveland.com,MVP,x2nd_place_7_points,Embiid Joel (PHI),7,9.171717172,-2.171717172,4.716355474,MVP
"Fedor, Chris",Cleveland.com,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Fedor, Chris",Cleveland.com,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Fedor, Chris",Cleveland.com,MVP,x5th_place_1_point,Doncic Luka (DAL),1,0.090909091,0.909090909,0.826446281,MVP
"Fentress, Aaron",The Oregonian,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Fentress, Aaron",The Oregonian,MVP,x2nd_place_7_points,Antetokounmpo Giannis (MIL),7,6.050505051,0.949494949,0.901540659,MVP
"Fentress, Aaron",The Oregonian,MVP,x3rd_place_5_points,Jokic Nikola (DEN),5,6.757575758,-1.757575758,3.089072544,MVP
"Fentress, Aaron",The Oregonian,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Fentress, Aaron",The Oregonian,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Ganter, Mike",The Toronto Sun,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Ganter, Mike",The Toronto Sun,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Ganter, Mike",The Toronto Sun,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Ganter, Mike",The Toronto Sun,MVP,x4th_place_3_points,Doncic Luka (DAL),3,0.070707071,2.929292929,8.580757066,MVP
"Ganter, Mike",The Toronto Sun,MVP,x5th_place_1_point,Tatum Jayson (BOS),1,2.818181818,-1.818181818,3.305785124,MVP
"Geltzeiler, Brian",Sirius Radio,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Geltzeiler, Brian",Sirius Radio,MVP,x2nd_place_7_points,Antetokounmpo Giannis (MIL),7,6.050505051,0.949494949,0.901540659,MVP
"Geltzeiler, Brian",Sirius Radio,MVP,x3rd_place_5_points,Jokic Nikola (DEN),5,6.757575758,-1.757575758,3.089072544,MVP
"Geltzeiler, Brian",Sirius Radio,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Geltzeiler, Brian",Sirius Radio,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Goodwill, Vince",Yahoo! Sports,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Goodwill, Vince",Yahoo! Sports,MVP,x2nd_place_7_points,Antetokounmpo Giannis (MIL),7,6.050505051,0.949494949,0.901540659,MVP
"Goodwill, Vince",Yahoo! Sports,MVP,x3rd_place_5_points,Jokic Nikola (DEN),5,6.757575758,-1.757575758,3.089072544,MVP
"Goodwill, Vince",Yahoo! Sports,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Goodwill, Vince",Yahoo! Sports,MVP,x5th_place_1_point,Sabonis Domantas (SAC),1,0.262626263,0.737373737,0.543720029,MVP
"Grange, Michael",Rogers Sportsnet,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Grange, Michael",Rogers Sportsnet,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Grange, Michael",Rogers Sportsnet,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Grange, Michael",Rogers Sportsnet,MVP,x4th_place_3_points,Gilgeous-Alexander Shai (OKC),3,0.434343434,2.565656566,6.582593613,MVP
"Grange, Michael",Rogers Sportsnet,MVP,x5th_place_1_point,Butler Jimmy (MIA),1,0.02020202,0.97979798,0.960004081,MVP
"Greenberg, Jared",WarnerMedia,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Greenberg, Jared",WarnerMedia,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Greenberg, Jared",WarnerMedia,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Greenberg, Jared",WarnerMedia,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Greenberg, Jared",WarnerMedia,MVP,x5th_place_1_point,Gilgeous-Alexander Shai (OKC),1,0.454545455,0.545454545,0.297520661,MVP
"Greenberg, Mike",ESPN,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Greenberg, Mike",ESPN,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Greenberg, Mike",ESPN,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Greenberg, Mike",ESPN,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Greenberg, Mike",ESPN,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Guillory, Will",The Athletic,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Guillory, Will",The Athletic,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Guillory, Will",The Athletic,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Guillory, Will",The Athletic,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Guillory, Will",The Athletic,MVP,x5th_place_1_point,Gilgeous-Alexander Shai (OKC),1,0.454545455,0.545454545,0.297520661,MVP
"Harper, Zach",The Athletic,MVP,x1st_place_10_points,Antetokounmpo Giannis (MIL),10,6.02020202,3.97979798,15.83879196,MVP
"Harper, Zach",The Athletic,MVP,x2nd_place_7_points,Embiid Joel (PHI),7,9.171717172,-2.171717172,4.716355474,MVP
"Harper, Zach",The Athletic,MVP,x3rd_place_5_points,Jokic Nikola (DEN),5,6.757575758,-1.757575758,3.089072544,MVP
"Harper, Zach",The Athletic,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Harper, Zach",The Athletic,MVP,x5th_place_1_point,Sabonis Domantas (SAC),1,0.262626263,0.737373737,0.543720029,MVP
"Haupt, Max",DPA,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Haupt, Max",DPA,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Haupt, Max",DPA,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Haupt, Max",DPA,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Haupt, Max",DPA,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Helin, Kurt",NBCSports.com,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Helin, Kurt",NBCSports.com,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Helin, Kurt",NBCSports.com,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Helin, Kurt",NBCSports.com,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Helin, Kurt",NBCSports.com,MVP,x5th_place_1_point,Gilgeous-Alexander Shai (OKC),1,0.454545455,0.545454545,0.297520661,MVP
"Herring, Chris",Sports Illustrated,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Herring, Chris",Sports Illustrated,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Herring, Chris",Sports Illustrated,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Herring, Chris",Sports Illustrated,MVP,x4th_place_3_points,Gilgeous-Alexander Shai (OKC),3,0.434343434,2.565656566,6.582593613,MVP
"Herring, Chris",Sports Illustrated,MVP,x5th_place_1_point,Tatum Jayson (BOS),1,2.818181818,-1.818181818,3.305785124,MVP
"Himmelsbach, Adam",Boston Globe,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Himmelsbach, Adam",Boston Globe,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Himmelsbach, Adam",Boston Globe,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Himmelsbach, Adam",Boston Globe,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Himmelsbach, Adam",Boston Globe,MVP,x5th_place_1_point,Gilgeous-Alexander Shai (OKC),1,0.454545455,0.545454545,0.297520661,MVP
"Hubbarth, Cassidy",ESPN,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Hubbarth, Cassidy",ESPN,MVP,x2nd_place_7_points,Antetokounmpo Giannis (MIL),7,6.050505051,0.949494949,0.901540659,MVP
"Hubbarth, Cassidy",ESPN,MVP,x3rd_place_5_points,Jokic Nikola (DEN),5,6.757575758,-1.757575758,3.089072544,MVP
"Hubbarth, Cassidy",ESPN,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Hubbarth, Cassidy",ESPN,MVP,x5th_place_1_point,Gilgeous-Alexander Shai (OKC),1,0.454545455,0.545454545,0.297520661,MVP
"Iko, Kelly",The Athletic,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Iko, Kelly",The Athletic,MVP,x2nd_place_7_points,Jokic Nikola (DEN),7,6.737373737,0.262626263,0.068972554,MVP
"Iko, Kelly",The Athletic,MVP,x3rd_place_5_points,Antetokounmpo Giannis (MIL),5,6.070707071,-1.070707071,1.146413631,MVP
"Iko, Kelly",The Athletic,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Iko, Kelly",The Athletic,MVP,x5th_place_1_point,Sabonis Domantas (SAC),1,0.262626263,0.737373737,0.543720029,MVP
"Isola, Frank",Sirius Radio,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Isola, Frank",Sirius Radio,MVP,x2nd_place_7_points,Antetokounmpo Giannis (MIL),7,6.050505051,0.949494949,0.901540659,MVP
"Isola, Frank",Sirius Radio,MVP,x3rd_place_5_points,Jokic Nikola (DEN),5,6.757575758,-1.757575758,3.089072544,MVP
"Isola, Frank",Sirius Radio,MVP,x4th_place_3_points,Tatum Jayson (BOS),3,2.797979798,0.202020202,0.040812162,MVP
"Isola, Frank",Sirius Radio,MVP,x5th_place_1_point,Sabonis Domantas (SAC),1,0.262626263,0.737373737,0.543720029,MVP
"Jackson, Mark",ESPN,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Jackson, Mark",ESPN,MVP,x2nd_place_7_points,Antetokounmpo Giannis (MIL),7,6.050505051,0.949494949,0.901540659,MVP
"Jackson, Mark",ESPN,MVP,x3rd_place_5_points,Tatum Jayson (BOS),5,2.777777778,2.222222222,4.938271605,MVP
"Jackson, Mark",ESPN,MVP,x4th_place_3_points,Gilgeous-Alexander Shai (OKC),3,0.434343434,2.565656566,6.582593613,MVP
"Jackson, Mark",ESPN,MVP,x5th_place_1_point,Mitchell Donovan (CLE),1,0.292929293,0.707070707,0.499948985,MVP
"Johnson, Ernie",WarnerMedia,MVP,x1st_place_10_points,Embiid Joel (PHI),10,9.141414141,0.858585859,0.737169677,MVP
"Johnson, Ernie",WarnerMedia,MVP,x2nd_place_7_points,Antetokounmpo Giannis (MIL),7,6.050505051,0.949494949,0.901540659,MVP
"Johnson, Ernie",WarnerMedia,MVP,x3rd_place_5_points,Jokic Nikola (DEN),5,6.757575758,-1.757575758,3.089072544,MVP
